Timestamp,Race/Ethnicity:,Class year: ,Do you identify as a low-income student? ,Are you a first-generation college student? ,Do you identify as LGBTQIA+?,Gender identity:,Will you be in Pacific Standard Time (PST) during the Spring 2021 semester?,How concerned are you about your academic success  this semester?,Additional comments about your academic success?,"Overall, how did you feel about the pace of your classes last semester? ","Overall, how did you feel about workload in your classes last semester?",What do you anticipate will be an academic challenge for you this semester? Select all that apply.,Additional comments about challenges you will face this semester? ,How helpful were the following supports to you last semester?  [Accessible office hours],How helpful were the following supports to you last semester?  [Addressing current events],How helpful were the following supports to you last semester?  [Flexibility with deadlines],How helpful were the following supports to you last semester?  [Flexibility and choice with exams/assessments],How helpful were the following supports to you last semester?  [Lower workload],How helpful were the following supports to you last semester?  [Opportunities to provide feedback to professors],How helpful were the following supports to you last semester?  [Peer-led study sessions],How helpful were the following supports to you last semester?  [Regular check-ins with professors dedicated to mental health/well-being],How helpful were the following supports to you last semester?  [Regular feedback from professors],How helpful were the following supports to you last semester?  [Resources provided on syllabi],How helpful were the following supports to you last semester?  [Transparency from professors],Additional comments about what worked and what didn't last semester? ,Which of the following would be most helpful to you this semester? (Select all that apply),"Any other comments, concerns, or questions that you would like DEB to share with faculty? (anonymously) "
1/11/2021 13:43:54,White,2021,No,No,No,Female/woman,No,5,,4,Manageable—I completed almost all work on time,"Distracting work environment, Extra home/family responsibilities, Fast pace, Health and safety concerns, Poor mental health, Social isolation, Stress from financial concerns, Technological difficulties",,Helpful,Not helpful,Very helpful,Very helpful,Helpful,Not helpful,Not helpful,Not helpful,Not helpful,Not helpful,Not helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes",
1/11/2021 13:58:32,White,2024,Yes,No,No,Male/man,Yes,2,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns",,Helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Helpful,Helpful,"Very helpful, Helpful",Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/11/2021 14:14:13,Hispanic or Latinx,2022,Yes,Yes,Yes,Female/woman,No,4,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Social isolation, Stress from financial concerns, Technological difficulties",,Very helpful,Helpful,Very helpful,Very helpful,Helpful,Helpful,Not applicable,Helpful,Helpful,"Helpful, Not applicable",Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for slower pace in classes, Community dinners or celebrations, Peer-led study sessions",
1/11/2021 14:57:48,Can y'all just please include MENA/SWANA in even these checklists? We are part of the school too and shouldn't have to ask.,2021,No,Yes,No,Female/woman,Yes,3,Just ready to graduate. ,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Lack of support with assignments from faculty or peers, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Professors who are not flexible or accommodating",,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Not helpful,Helpful,Helpful,Not helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/11/2021 15:11:12,Black or African American,2021,Yes,No,Yes,Female/woman,Yes,4,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Communicating my difficulties with professors, Distress and uncertainty from current political events, Health and safety concerns, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns",,Helpful,Not applicable,Very helpful,Very helpful,Very helpful,Very helpful,Not applicable,Not applicable,Very helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Peer-led tutoring (one-on-one)",
1/11/2021 15:29:34,White,2024,No,No,No,Male/man,Yes,2,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Distress and uncertainty from current political events, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Stress from financial concerns",,Helpful,Very helpful,Helpful,Not applicable,Not applicable,Helpful,Not applicable,Not applicable,Helpful,Not helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/11/2021 16:47:16,White,2024,No,No,No,Female/woman,Yes,2,,3,Manageable—I completed almost all work on time,"Fast pace, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Professors who are not flexible or accommodating, Technological difficulties",,Helpful,Helpful,Helpful,Helpful,Very helpful,Helpful,Not applicable,Not applicable,Helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Transparency from professors",
1/11/2021 17:20:53,"Hispanic or Latinx, White",2023,Yes,Yes,No,Female/woman,Yes,3,,3,Manageable—I completed almost all work on time,"Busy work schedule, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Heavy workload, Lack of feedback from professors, Poor mental health, Social isolation, Stress from financial concerns",,Very helpful,Not applicable,Very helpful,Very helpful,Not applicable,Helpful,Not applicable,"Very helpful, Not applicable",Very helpful,Not applicable,Very helpful,,"Advocating for more choice and flexibility with exams/assessments, Community dinners or celebrations, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/11/2021 18:15:03,White,2024,No,No,No,Female/woman,No,4,"My GPA was only okay this past semester because most of my classes are credit/no credit and was not test intensive, so now I'm very worried about my GPA and ability to take online exams. ",3,Manageable—I completed almost all work on time,"Classes running overtime, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Lack of feedback from professors, Poor mental health, Social isolation",I feel an immense social disconnect from my peers being stuck home again. I have never been able to even visit CA because of covid so that is something I continue to struggle with. ,Very helpful,Helpful,Helpful,Helpful,Helpful,Not helpful,Helpful,"Very helpful, Helpful",Helpful,Helpful,Helpful,Traditional tests were useless to me. I learned less when I was being assessed by exams compared to when I was assessed by projects and papers. ,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors","I enjoyed the immersive semester program because I felt like it helped make the social transition easier, as classes consisted of the same people. Some similar program would be cool as long as we are all virtual. "
1/11/2021 18:27:45,Asian,2024,No,No,No,Female/woman,No,5,,3,Manageable—I completed almost all work on time,"Attending synchronous sessions, Social isolation",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,"Very helpful, Helpful",Very helpful,Very helpful,Very helpful,Very helpful,,Advocating for more choice and flexibility with exams/assessments,
1/11/2021 19:06:16,White,2024,No,No,No,Female/woman,No,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Poor mental health, Social isolation, Technological difficulties",,Helpful,Helpful,Helpful,Very helpful,Very helpful,Helpful,Not applicable,Helpful,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Transparency from professors",
1/11/2021 19:12:17,Asian,2021,Yes,No,Yes,Female/woman,Yes,4,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation, Unhealthy or unstable living environment",,Helpful,Not helpful,Helpful,Not applicable,Not applicable,Helpful,Not helpful,Helpful,Very helpful,Not helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
